track_id,taala,beat_F,beat_CMLt,beat_AMLt,downbeat_F,downbeat_CMLt,downbeat_AMLt
10001,adi,0.5330476442879544,0.20642201834862384,0.6827401595461217,0.48934633441675696,0.2261904761904762,0.8928571428571429
10002,adi,0.7652550907896934,0.7765466297322252,0.7765466297322252,0.415980024968789,0.4518518518518519,0.7555555555555555
10003,adi,0.9447057562439705,0.9551596941070626,0.9551596941070626,0.9017921146953404,0.953125,0.953125
10004,adi,0.891567136411564,0.9001629991850041,0.9001629991850041,0.8979082800536743,0.9967637540453075,0.9967637540453075
10005,adi,0.6689244016088942,0.0289855072463768,0.9274861162693866,0.6713189895195484,0.0289855072463768,0.9466666666666667
10006,adi,0.8043616524312829,0.5239060758082497,0.7024775043796782,0.6239557902307008,0.4166666666666667,0.7066666666666667
10007,adi,0.9525075580207613,0.9643916913946587,0.9643916913946587,0.9548207448659937,0.996078431372549,0.996078431372549
10008,adi,0.8179408629514354,0.6653086080297889,0.6653086080297889,0.7546659974978907,0.6790458937198068,0.6790458937198068
10009,adi,0.6256035852372243,0.0431177446102819,0.8276958719395181,0.6139917695473252,0.0588235294117647,0.8871939736346515
10010,adi,0.8106546722012181,0.8104500381388253,0.8104500381388253,0.8292209515032187,0.9181818181818183,0.9181818181818183
10011,adi,0.7242868222438071,0.610417148356011,0.6813874767141558,0.574585258795785,0.7466784966784967,0.7466784966784967
10012,adi,0.6126984126984127,0.0,0.9377551020408164,0.6193078324225865,0.0,0.9918032786885246
10013,adi,0.9946236559139784,1.0,1.0,1.0,1.0,1.0
10014,adi,0.9704739704739705,0.9642579642579642,0.9642579642579642,0.9874213836477986,1.0,1.0
10015,adi,0.6573768607539682,0.03190767141887303,0.9119101619702409,0.4166666666666667,0.0,0.59708808896693
10016,adi,0.8749838253048403,0.6630481939073848,0.9858970731553963,0.8786791575310611,0.6666666666666666,1.0
10017,adi,0.6644370122630993,0.0,0.9949832775919732,0.6725663716814158,0.0,1.0
10018,adi,0.7473945966225329,0.7493486433325519,0.7493486433325519,0.07827834058517934,0.059038662486938336,0.7139208173690932
10019,adi,0.8928617810841665,0.9081281440296531,0.9081281440296531,0.894260263880517,0.9683544303797468,0.9683544303797468
10020,adi,0.697755486923529,0.10379596678529063,0.8227230440554066,0.7030651340996168,0.10476190476190476,0.8315814620162446
10021,adi,0.7493100854459763,0.39659302953993386,0.46515074408812546,0.73631156930126,0.423907225691347,0.49957805907173
10022,adi,0.6141902950413588,0.0162810625535561,0.8810941660614864,0.62002886002886,0.0204081632653061,0.9673202614379086
10023,adi,0.6578585191301954,0.0,0.9855431639818257,0.6578947368421052,0.0,1.0
10024,adi,0.7028472207277541,0.7246376811594203,0.7246376811594203,0.04830917874396134,0.06666666666666667,0.7333333333333334
10025,adi,0.7702944691539484,0.6118223980185251,0.797885941230839,0.16828478964401294,0.0,0.8874458874458875
10026,adi,0.5349027528842184,0.5343642611683849,0.5343642611683849,0.2511820330969267,0.37333333333333335,0.37777777777777777
10027,adi,0.9844444444444446,1.0,1.0,1.0,1.0,1.0
10028,adi,0.9054712461878985,0.7877678916171297,0.7877678916171297,0.8999857732252098,0.8245614035087719,0.8245614035087719
10029,adi,0.6523231508552609,0.0032327586206896334,0.9463261271674138,0.6426688189400054,0.0057471264367816,0.9744072625428558
10030,adi,0.9870435806831567,0.9976442873969376,0.9976442873969376,1.0,1.0,1.0
10031,adi,0.6852211760702073,0.04666083406240887,0.9128877192029606,0.6874036900734793,0.046620046620046596,0.9141104294478527
10032,adi,0.8735301319911167,0.6746359419268654,0.9667843297140323,0.21383647798742136,0.0,0.9658474674051
10033,adi,0.9911330006205589,0.9980334316617502,0.9980334316617502,1.0,1.0,1.0
10034,adi,0.7598100871958325,0.297796606050873,0.5118035882908404,0.7634017678927858,0.31455445544554456,0.518796992481203
10035,adi,0.9720681390172916,0.9706222825994436,0.9706222825994436,0.16816816816816815,0.17261904761904764,0.8392857142857143
10036,adi,0.889798145117294,0.8908892525913803,0.8908892525913803,0.9004329004329005,1.0,1.0
10037,adi,0.7661314612012374,0.32604735883424407,0.977211368116376,0.4444444444444444,0.0,0.9710144927536232
10038,adi,0.9004813857181896,0.8670972357781194,0.8670972357781194,0.2911846471168505,0.31579391179694744,0.6434775276161565
10039,adi,0.9572078562131662,0.8975530350766645,0.8975530350766645,0.9210711768851304,0.9018445322793149,0.9018445322793149
10040,adi,0.958968347010551,0.9859484777517564,0.9859484777517564,0.9938271604938272,1.0,1.0
10041,adi,0.6706287894901654,0.08444444444444443,0.8149556400506971,0.6763411500648441,0.08585858585858584,0.8585858585858586
10042,adi,0.5899982932240997,0.0,0.8768040940716463,0.5410628019323672,0.0,0.9782608695652174
10043,adi,0.8680869282782648,0.8591549295774649,0.8591549295774649,0.8846153846153847,1.0,1.0
10044,adi,0.620562980315838,0.00022237046920166664,0.9229235331206286,0.28411221154962757,0.0,0.4656084656084656
10045,adi,0.6632393895730925,0.0,0.9910737306293731,0.6580645161290323,0.0,1.0
10046,adi,0.7140757051113802,0.2696012429242773,0.48711284383799,0.28392064914746845,0.24913150500234646,0.24913150500234646
10047,adi,0.19297499016718578,0.100241442887122,0.45886407080808783,0.0338040222507488,0.030303030303030266,0.22408293460925036
10048,adi,0.9032826755149804,0.9527653848877559,0.9527653848877559,0.0,0.0,1.0
10049,adi,1.0,1.0,1.0,1.0,1.0,1.0
10050,adi,0.6901209775800705,0.12994350282485875,0.7768801215966165,0.5864413364413364,0.1282051282051282,0.7948717948717948
11001,rupakam,0.6655165804101975,0.0,0.9988495829738281,0.28515240904621436,0.0,0.0
11002,rupakam,0.6411120273294851,0.0,0.9663025898538748,0.2611548556430446,0.0091324200913242,0.0091324200913242
11003,rupakam,0.9742256950342562,0.9897070467141726,0.9897070467141726,0.7070436507936507,0.6666666666666666,0.6666666666666666
11004,rupakam,0.713212298763887,0.6091445427728613,0.6091445427728613,0.20199301483546409,0.0,0.026666666666666634
11005,rupakam,0.8220926974043978,0.5296313759332453,0.5547532476822964,0.44718576503879476,0.23866666666666667,0.26196527237858286
11006,rupakam,0.7276850577243409,0.1775819525859966,0.8241862847940623,0.26707687502823985,0.0,0.0
11007,rupakam,0.9398428299928877,0.8103400097801462,0.8103400097801462,0.7404205094422486,0.6614173228346456,0.6664678278851507
11008,rupakam,0.6715757283116047,0.02171361502347417,0.9500319734674413,0.29109566798727027,0.0,0.004694835680751167
11009,rupakam,0.6538174321656545,0.0,0.9835575485799701,0.2798534798534798,0.0,0.0
11010,rupakam,0.8073955015532225,0.5904982020554771,0.5904982020554771,0.8044437848029595,0.6393413775766718,0.6393413775766718
11011,rupakam,0.6687257105587987,0.02782711663706333,0.9333333333333332,0.2748517238781068,0.0,0.004761904761904734
11012,rupakam,0.670117555739396,0.049382716049382706,0.8551378446115289,0.28867505551443373,0.0,0.025649833963128334
11013,rupakam,0.9805680119581465,0.9828101644245142,0.9828101644245142,0.7087087087087087,0.6666666666666666,0.6666666666666666
11014,rupakam,0.8469081054446908,0.8523434939364143,0.8523434939364143,0.4122545846817691,0.3333333333333333,0.3333333333333333
11015,rupakam,0.6936622058037211,0.1815991889564892,0.7117954266358062,0.20751514300654553,0.0,0.011760070278789734
11016,rupakam,0.7771147940245261,0.31278711949811666,0.6553963851793251,0.16605767291792692,0.0,0.006802721088435367
11017,rupakam,0.8870146304912282,0.8402504472271914,0.8402504472271914,0.20105524621814938,0.0,0.031007751937984468
11018,rupakam,0.7751977426400973,0.3333333333333333,0.99727055326472,0.5291375291375292,0.3333333333333333,0.3333333333333333
11019,rupakam,0.6858714009893205,0.044500419815281266,0.9186991869918698,0.4304321409584568,0.045112781954887195,0.25386313465783666
11020,rupakam,0.8868154825534674,0.6736973085261374,0.97687346350481,0.7275794381057539,0.6666666666666666,0.6682692307692308
11021,rupakam,0.9290234914130419,0.8516625763497885,0.8516625763497885,0.18950384825085265,0.0,0.010463378176382633
11022,rupakam,0.6521116286774958,0.0,0.9763794743221039,0.1675138121546961,0.0,0.0
11023,rupakam,0.6582988754187341,0.0201224846894138,0.935637919032753,0.277531188923594,0.0,0.0035087719298245337
11024,rupakam,0.6059619506309569,0.0001453699665649,0.9030535940689894,0.18956602046021218,0.0017361111111111,0.006390022015021966
11025,rupakam,0.6395010972657832,0.0,0.9587995324092851,0.21779548472775564,0.0,0.3333333333333333
11026,rupakam,0.6472220230079234,0.0,0.9724904743134936,0.2560386473429952,0.0,0.0
11027,rupakam,0.7157055771279417,0.11803941925402921,0.795863004408274,0.7136635933592191,0.1183854356077601,0.7961264016309887
11028,rupakam,0.7506465202525824,0.3268608414239483,0.9638745263757338,0.5061514028108176,0.33171521035598706,0.33171521035598706
11029,rupakam,0.698769812059462,0.08713910761154857,0.8556633161405981,0.269411339833875,0.0,0.0042194092827004
11030,rupakam,0.765190540912135,0.3869928839809768,0.4586721784536283,0.1952464562129502,0.0,0.0154247465512949
11031,rupakam,0.9153010493757119,0.8016322224290945,0.8016322224290945,0.862370723945903,0.8394495412844036,0.8394495412844036
11032,rupakam,0.6487527896281216,0.0,0.9745001701080994,0.28403372773017804,0.006802721088435367,0.006802721088435367
11033,rupakam,0.7998853721486907,0.3502283889903492,0.5427984711513031,0.7990438035510969,0.35222321012908003,0.5458083135502491
11034,rupakam,0.6383948928408573,0.0,0.9589322381930184,0.17715617715617718,0.0,0.0
11035,rupakam,0.6660772635832622,0.0425383542538354,0.8923933209647497,0.15159235668789808,0.0,0.0
11036,rupakam,0.7409210808282417,0.26822826296510505,0.5372393247269116,0.18083244184065964,0.0,0.013837782258834834
11037,rupakam,0.6660211406262305,0.0,0.998547567175018,0.28218168417173395,0.0,0.0
11038,rupakam,0.712629604160974,0.12602385873957944,0.7693776250477281,0.2575570786875147,0.0,0.020318236124687732
11039,rupakam,0.6645498606567308,0.0,0.9919101846479997,0.22875816993464046,0.0,0.0057471264367816
11040,rupakam,0.7143315993355449,0.11540706473230695,0.7931602801812937,0.0325008194034742,0.0,0.0
11041,rupakam,0.7765043625542892,0.3333333333333333,0.9982386613826509,0.5237496708084943,0.3333333333333333,0.3333333333333333
11042,rupakam,0.7580812178143518,0.2284658999982995,0.6360338573155985,0.7546101121101122,0.22894817128638323,0.6363636363636364
11043,rupakam,0.6636363636363637,0.0,0.9954545454545456,0.2945736434108527,0.0,0.0
11044,rupakam,0.665414710485133,0.0,0.9957731569447791,0.25603864734299514,0.0,0.0
11045,rupakam,0.8063087495199565,0.4569603312880337,0.7816808514482932,0.21799326599326596,0.0,0.0
11046,rupakam,0.7744333849121322,0.3076976353722543,0.5898892114084319,0.6434127415920589,0.2963947541647678,0.2963947541647678
11047,rupakam,0.9909154437456325,1.0,1.0,1.0,1.0,1.0
11048,rupakam,0.80931909692581,0.5725083392330653,0.5725083392330653,0.24555690072639225,0.0,0.09807421832738283
11049,rupakam,0.9723865877712031,0.977810650887574,0.977810650887574,0.9777777777777777,0.9970370370370372,0.9970370370370372
11050,rupakam,0.9806594764633187,0.9961464354527939,0.9961464354527939,0.9827586206896552,1.0,1.0
12001,mishraChapu,0.8557076451813295,0.8246054833120232,0.8246054833120232,0.7015503875968992,1.0,1.0
12002,mishraChapu,0.9915016005250422,0.9872548253861586,0.9872548253861586,0.9872881355932203,1.0,1.0
12003,mishraChapu,0.9985611510791367,0.9949640287769784,0.9949640287769784,0.9966499162479061,1.0,1.0
12004,mishraChapu,0.9799902391410446,0.9858467545143973,0.9858467545143973,0.9489795918367346,1.0,1.0
12005,mishraChapu,0.5793726639569309,0.0,0.472264631043257,0.08265315983333883,0.0,0.24994280485014864
12006,mishraChapu,0.9574065044591388,0.9590294351630867,0.9590294351630867,0.9483960948396094,0.9916666666666668,0.9916666666666668
12007,mishraChapu,0.9390957388902086,0.928342824418312,0.928342824418312,0.9105360707157115,0.9528011204481793,0.9528011204481793
12008,mishraChapu,0.9976294180816369,0.9980481194870862,0.9980481194870862,1.0,1.0,1.0
12009,mishraChapu,0.9793850117969015,0.9698787080684822,0.9698787080684822,0.9635431563661965,0.9977924944812363,0.9977924944812363
12010,mishraChapu,0.9948542024013721,0.9839963420210333,0.9839963420210333,0.9920255183413077,1.0,1.0
12011,mishraChapu,0.9783252028640171,0.9667449139280125,0.9667449139280125,0.9767083544589038,0.9822404371584699,0.9822404371584699
12012,mishraChapu,0.9893709705523609,0.986067572274469,0.986067572274469,0.9878345498783455,1.0,1.0
12013,mishraChapu,0.9967507169009583,0.9891015286121573,0.9891015286121573,0.0,0.0,0.9951219512195122
12014,mishraChapu,0.9925260215043448,0.9721422344084631,0.9721422344084631,0.0,0.0,0.9791781927155371
12015,mishraChapu,0.9546692092828274,0.9386066572134961,0.9386066572134961,0.8545454545454545,0.9090909090909092,0.9090909090909092
12016,mishraChapu,0.9445048391900874,0.9318541996830428,0.9318541996830428,0.8962962962962964,1.0,1.0
12017,mishraChapu,0.9101074370506573,0.9093048735925485,0.9093048735925485,0.9012345679012346,1.0,1.0
12018,mishraChapu,0.9749300429406937,0.9700344618662285,0.9700344618662285,0.9351851851851851,1.0,1.0
12019,mishraChapu,0.9660537482319661,0.9731638418079096,0.9731638418079096,0.9702970297029704,1.0,1.0
12020,mishraChapu,0.9739633558341367,0.9307936507936508,0.9307936507936508,0.9594594594594592,0.9355555555555556,0.9355555555555556
12021,mishraChapu,0.904603933837266,0.677008177008177,0.677008177008177,0.3927382240037327,0.3518518518518518,0.6445760481293475
12022,mishraChapu,0.9984544049459042,0.9933024214322516,0.9933024214322516,1.0,1.0,1.0
12023,mishraChapu,0.9933299990883709,0.9842540847524458,0.9842540847524458,0.9918760778516876,0.9909090909090909,0.9909090909090909
12024,mishraChapu,0.9673107019603097,0.9529816513761468,0.9529816513761468,0.9559518072289156,0.9973333333333333,0.9973333333333333
12025,mishraChapu,0.9971259306052452,0.9754017340224238,0.9754017340224238,1.0,1.0,1.0
12026,mishraChapu,0.998490186019115,0.9979889391654098,0.9979889391654098,1.0,1.0,1.0
12027,mishraChapu,0.9737999547257755,0.9680028129395217,0.9680028129395217,0.9607843137254902,1.0,1.0
12028,mishraChapu,0.9847299371958343,0.9785697647332867,0.9785697647332867,0.9731488659629872,0.9902439024390244,0.9902439024390244
12029,mishraChapu,0.9783147459727385,0.975239863819251,0.975239863819251,0.9783549783549784,1.0,1.0
12030,mishraChapu,0.8102602129574669,0.5615404631798074,0.7354987965131409,0.655635744512662,0.6174863387978142,0.6682109764789735
12031,mishraChapu,0.8377089246294545,0.6098901098901098,0.7739699325065178,0.8128619691119691,0.6615384615384616,0.8410256410256411
12032,mishraChapu,0.9969242599000384,0.9957757296466974,0.9957757296466974,0.9946236559139784,1.0,1.0
12033,mishraChapu,0.9869646182495345,0.9824561403508772,0.9824561403508772,1.0,1.0,1.0
12034,mishraChapu,0.9774480712166173,0.9746935547647292,0.9746935547647292,0.9751037344398341,1.0,1.0
12035,mishraChapu,0.9788086183375434,0.974106166470495,0.974106166470495,0.9701400835586139,0.978768577494692,0.978768577494692
12036,mishraChapu,0.9335491572059899,0.9272610706598892,0.9272610706598892,0.9154318829396896,0.9723020434227331,0.9723020434227331
12037,mishraChapu,0.9573504884441268,0.9552380952380952,0.9552380952380952,0.9533333333333333,1.0,1.0
12038,mishraChapu,0.9846129784303228,0.9875858740702889,0.9875858740702889,0.9764248331492773,0.9962335216572504,0.9962335216572504
12039,mishraChapu,0.9818688981868898,0.9827986982798698,0.9827986982798698,0.9853658536585366,1.0,1.0
12040,mishraChapu,0.9634718364275754,0.9612687929817789,0.9612687929817789,0.9647696476964769,1.0,1.0
12041,mishraChapu,0.9636665397028351,0.9600151023831448,0.9600151023831448,0.7639344262295081,0.8426229508196722,0.8426229508196722
12042,mishraChapu,0.9997248589902323,0.9983498349834985,0.9983498349834985,1.0,1.0,1.0
12043,mishraChapu,0.9301735920440956,0.9128019323671497,0.9128019323671497,0.9002572487464574,0.9354382332643203,0.9354382332643203
12044,mishraChapu,0.9507832036500793,0.9517227255112862,0.9517227255112862,0.9561403508771931,0.9824561403508772,0.9824561403508772
12045,mishraChapu,0.9909747292418772,0.9903730445246691,0.9903730445246691,0.9874213836477987,1.0,1.0
12046,mishraChapu,0.9828584564527706,0.9819739370977643,0.9819739370977643,0.9870550161812298,0.9935275080906149,0.9935275080906149
12047,mishraChapu,0.9907347554406378,0.9892334194659775,0.9892334194659775,0.9864253393665158,0.990990990990991,0.990990990990991
12048,mishraChapu,0.9345978012519294,0.8851394169835235,0.8851394169835235,0.5598805310252343,0.5603543743078626,0.5603543743078626
13001,khandaChapu,0.7594651345346772,0.4192575535080789,0.704464576520167,0.16041391054066392,0.017960105968521097,0.028780709180428632
13002,khandaChapu,0.9654120040691759,0.9610433604336043,0.9610433604336043,0.9593908629441624,1.0,1.0
13003,khandaChapu,0.8771443829498938,0.7762155828939661,0.7762155828939661,0.6673687721883953,0.6432748538011696,0.6432748538011696
13004,khandaChapu,0.9958210422812194,0.9923851633505282,0.9923851633505282,0.9950799507995081,1.0,1.0
13005,khandaChapu,0.9946099290780142,0.9909219858156028,0.9909219858156028,0.9900709219858156,1.0,1.0
13006,khandaChapu,0.9845984598459846,0.9790979097909792,0.9790979097909792,0.9726775956284154,1.0,1.0
13007,khandaChapu,0.9151524756836554,0.9085377122926227,0.9085377122926227,0.915929941618015,0.9858585858585859,0.9858585858585859
13008,khandaChapu,0.9942481511914544,0.9890530925013684,0.9890530925013684,0.7169179229480737,0.6666666666666666,0.6666666666666666
13009,khandaChapu,0.9947916666666666,0.9917534722222223,0.9917534722222223,1.0,1.0,1.0
13010,khandaChapu,0.7668846981613248,0.569772832637923,0.569772832637923,0.11725414453565099,0.0,0.02649077649077647
13011,khandaChapu,0.9922812919322732,0.9820694906357176,0.9820694906357176,0.7055380032068616,0.6666666666666666,0.6684782608695653
13012,khandaChapu,0.9157056953941134,0.7076244486452427,0.7076244486452427,0.5089482475471274,0.3915094339622642,0.6524486571879936
13013,khandaChapu,0.9881328105128628,0.9850066398752052,0.9850066398752052,0.1541038525963149,0.0,0.0
13014,khandaChapu,0.8259571807676614,0.471627590893646,0.471627590893646,0.117497514319861,0.0,0.026097711811997465
13015,khandaChapu,0.9537683963797656,0.8799751243781095,0.8799751243781095,0.896966673469542,0.8858024691358025,0.8858024691358025
13016,khandaChapu,0.9636839450070944,0.9651421183827645,0.9651421183827645,0.9523809523809524,1.0,1.0
13017,khandaChapu,0.9975,0.9950124688279302,0.9950124688279302,1.0,1.0,1.0
13018,khandaChapu,0.6521353801315549,0.0,0.6312667702301934,0.0114942528735632,0.0,0.0451977401129943
13019,khandaChapu,0.9990574929311968,0.9981167608286251,0.9981167608286251,0.1511627906976743,0.0,0.0
13020,khandaChapu,0.9979402677651906,0.9965706447187929,0.9965706447187929,1.0,1.0,1.0
13021,khandaChapu,0.9902482269503547,0.9885057471264368,0.9885057471264368,0.43169398907103823,0.3333333333333333,0.3333333333333333
13022,khandaChapu,0.9964763918252291,0.996244131455399,0.996244131455399,1.0,1.0,1.0
13023,khandaChapu,0.9908396946564886,0.9877862595419847,0.9877862595419847,0.7040222676175798,0.6641221374045801,0.6641221374045801
13024,khandaChapu,0.9922958397534668,0.9922958397534668,0.9922958397534668,0.9948717948717949,1.0,1.0
13025,khandaChapu,0.9796020055792746,0.9433486556980354,0.9433486556980354,0.9675184729064039,0.9511494252873564,0.9511494252873564
13026,khandaChapu,0.9962795010245982,0.9944263757696477,0.9944263757696477,1.0,1.0,1.0
13027,khandaChapu,0.7368429767080985,0.31370091896407687,0.5770750405425328,0.1102497399906213,0.0,0.015402621722846432
13028,khandaChapu,0.9648634435190663,0.8720856962822937,0.8720856962822937,0.9691842425670633,0.8710691823899371,0.8710691823899371
